spray_rate,air_flow,carousel_speed,d50,lod,specific_energy,froude_number_proxy
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.326186097830385,0.14692201624338833,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.3785556456503947,0.14598682071142055,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.3432814061877687,0.15055169173390398,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.3673210750225884,0.14753897888725762,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.3702056453049558,0.16148121882226804,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.39681795728373914,0.1637020915454376,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.40675611248644916,0.18332223094507794,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.42922820740098433,0.16805203152500897,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.41533489100333876,0.18786124232890677,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.4757372319862987,0.18560845333868797,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.47395660433047326,0.18757866232599385,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.4647235961670293,0.1773673820470913,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.48205841006107364,0.195821432057257,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.5155645790350516,0.20332824125256815,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.5372476559868145,0.20837048596887342,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.5221074920848341,0.21927958783724305,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.5326852167058864,0.21795021882396598,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.505227592446003,0.22813985816482135,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.5241855234424813,0.2357757542403573,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.5165073796386837,0.24093641142295114,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.5155752283248316,0.24655541011123194,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.523341616296648,0.25121724268205065,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.529350951345138,0.2441575988536206,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.52155244207965,0.26120211091823037,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.48692390029798127,0.26079393713048926,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.5349299468344266,0.2724864449052525,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.49551661414522896,0.26031539099882695,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.5404366754185499,0.2660700606720112,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.5403417377264039,0.2724058407494586,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.5204492137761247,0.2650240999721649,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.5419115080856067,0.27610182325316257,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.5257878916514105,0.25967381174819604,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.513517169579718,0.2753419130864267,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.4954905656664643,0.2685362159534957,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.5095358564892876,0.2680568058432999,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.5018134238430993,0.2757873785266438,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.5409987254672215,0.27626629577189904,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.5244709624506132,0.2731754005228405,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.516101447516315,0.261142572476116,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.5208204887936059,0.2715425049400402,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.5362468325786156,0.274654507431928,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.5096493761340488,0.2903491819682591,0.24601063341557988,0.17268529469742433
0.3789948098375667,0.07672636943140021,0.23186989183659668,0.521619677280114,0.2765492662652151,0.24601063341557988,0.17268529469742433
