spray_rate,air_flow,carousel_speed,d50,lod
118.02812380089767,425.2658251625161,24.669615747261346,400.3989370560916,1.5853909431393025
118.02812380089767,425.2658251625161,24.669615747261346,419.20179223315284,1.578725593608166
118.02812380089767,425.2658251625161,24.669615747261346,406.536866838412,1.6112604591943895
118.02812380089767,425.2658251625161,24.669615747261346,415.16811210253314,1.5897881750854284
118.02812380089767,425.2658251625161,24.669615747261346,416.2037933242581,1.6891576643924155
118.02812380089767,425.2658251625161,24.669615747261346,425.7587249380201,1.7049863253067217
118.02812380089767,425.2658251625161,24.669615747261346,429.3269377789245,1.8448234850000074
118.02812380089767,425.2658251625161,24.669615747261346,437.3953585270932,1.735989328862888
118.02812380089767,425.2658251625161,24.669615747261346,432.4070776075813,1.8771740431077524
118.02812380089767,425.2658251625161,24.669615747261346,454.0940410650758,1.8611179077580577
118.02812380089767,425.2658251625161,24.669615747261346,453.4547213586727,1.8751600316785473
118.02812380089767,425.2658251625161,24.669615747261346,450.13968575930994,1.8023819335239561
118.02812380089767,425.2658251625161,24.669615747261346,456.3636080335918,1.9339081110753102
118.02812380089767,425.2658251625161,24.669615747261346,468.393722269467,1.9874108337038254
118.02812380089767,425.2658251625161,24.669615747261346,476.17885261121285,2.0233480492987117
118.02812380089767,425.2658251625161,24.669615747261346,470.7429013560231,2.1010996793460244
118.02812380089767,425.2658251625161,24.669615747261346,474.54074633333806,2.0916249664902975
118.02812380089767,425.2658251625161,24.669615747261346,464.6823123014237,2.1642488247973537
118.02812380089767,425.2658251625161,24.669615747261346,471.48900141412406,2.218671578742498
118.02812380089767,425.2658251625161,24.669615747261346,468.7322270675582,2.255452746697803
118.02812380089767,425.2658251625161,24.669615747261346,468.3975458093257,2.295500617963381
118.02812380089767,425.2658251625161,24.669615747261346,471.18600349822594,2.328726550378565
118.02812380089767,425.2658251625161,24.669615747261346,473.3436057944218,2.2784108761977793
118.02812380089767,425.2658251625161,24.669615747261346,470.5436152193664,2.3998909588274002
118.02812380089767,425.2658251625161,24.669615747261346,458.1105222632965,2.39698181216048
118.02812380089767,425.2658251625161,24.669615747261346,475.34669821330453,2.4803169528345834
118.02812380089767,425.2658251625161,24.669615747261346,461.1956654576396,2.3935711059228324
118.02812380089767,425.2658251625161,24.669615747261346,477.32384379459756,2.434585934904421
118.02812380089767,425.2658251625161,24.669615747261346,477.2897571975088,2.4797424688324012
118.02812380089767,425.2658251625161,24.669615747261346,470.1475101758454,2.4271311370338213
118.02812380089767,425.2658251625161,24.669615747261346,477.85337032677955,2.5060845699289667
118.02812380089767,425.2658251625161,24.669615747261346,472.06431853307976,2.3889984258669497
118.02812380089767,425.2658251625161,24.669615747261346,467.6586167533932,2.500668518739221
118.02812380089767,425.2658251625161,24.669615747261346,461.1863129657014,2.4521627799461903
118.02812380089767,425.2658251625161,24.669615747261346,466.22915905192144,2.4487459159386256
118.02812380089767,425.2658251625161,24.669615747261346,463.456483160964,2.5038434514261225
118.02812380089767,425.2658251625161,24.669615747261346,477.52564323926254,2.5072568026740676
118.02812380089767,425.2658251625161,24.669615747261346,471.59148594101424,2.485227294945609
118.02812380089767,425.2658251625161,24.669615747261346,468.5864804795822,2.399466614918916
118.02812380089767,425.2658251625161,24.669615747261346,470.28081341551734,2.4735892797550187
118.02812380089767,425.2658251625161,24.669615747261346,475.81951520263243,2.4957692235647957
118.02812380089767,425.2658251625161,24.669615747261346,466.2699173461793,2.607628709614692
118.02812380089767,425.2658251625161,24.669615747261346,470.5677554647906,2.5092735972164677
118.02812380089767,425.2658251625161,24.669615747261346,464.06286576330416,2.514886615484503
118.02812380089767,425.2658251625161,24.669615747261346,464.48590318913045,2.5113816643384026
118.02812380089767,425.2658251625161,24.669615747261346,467.47071841202234,2.4731748022456896
118.02812380089767,425.2658251625161,24.669615747261346,477.3729840385061,2.4357071816588327
118.02812380089767,425.2658251625161,24.669615747261346,469.58867691294137,2.5041284363945437
118.02812380089767,425.2658251625161,24.669615747261346,464.55110816925526,2.5281979932346066
118.02812380089767,425.2658251625161,24.669615747261346,461.2188628835024,2.4916617631138114
118.02812380089767,425.2658251625161,24.669615747261346,472.7301924924631,2.5059557334984164
118.02812380089767,425.2658251625161,24.669615747261346,469.3527365597234,2.5502108765498686
118.02812380089767,425.2658251625161,24.669615747261346,468.68801584325007,2.4832048307682473
118.02812380089767,425.2658251625161,24.669615747261346,468.91101335662563,2.473326750113226
118.02812380089767,425.2658251625161,24.669615747261346,469.77784009836074,2.386603734105601
118.02812380089767,425.2658251625161,24.669615747261346,465.0229555994233,2.5807461656034354
118.02812380089767,425.2658251625161,24.669615747261346,469.20413906144955,2.529046046281296
118.02812380089767,425.2658251625161,24.669615747261346,470.34318690628123,2.4775536441009276
118.02812380089767,425.2658251625161,24.669615747261346,466.76556309789913,2.5272352833053633
118.02812380089767,425.2658251625161,24.669615747261346,466.03523625101604,2.5500248023708205
118.02812380089767,425.2658251625161,24.669615747261346,467.1382841912627,2.4209293183167104
118.02812380089767,425.2658251625161,24.669615747261346,461.1105013674504,2.578163490338183
118.02812380089767,425.2658251625161,24.669615747261346,464.73655830361497,2.427529246166861
118.02812380089767,425.2658251625161,24.669615747261346,467.9212045335469,2.4503161396656763
118.02812380089767,425.2658251625161,24.669615747261346,475.1188548786939,2.4684445009142473
118.02812380089767,425.2658251625161,24.669615747261346,470.6574442125666,2.4503844193749678
118.02812380089767,425.2658251625161,24.669615747261346,471.28742905469693,2.506176340035552
